Index,Raw #,#,Set,Name,Team,Pts.,Yr.,OB/C,Spd/IP,Pos,H,Icon,PU,SO,GB,FB,W,S,S+,DB,TR,HR
'00 253 FS,253,253,FS,Corey Koskie,Twins,350,'00,9,B,3B+2,L,,-,1-2,3-,4-,5-8,9-16,-,17-18,-,19-20
'00 189 1st,189,189,1st,Craig Biggio,Astros,350,'00,9,A,2B+3,R,,-,1-,2-4,5-,6-10,11-15,16-,17-19,-,20+
'00 189 DS,189,189,DS,Craig Biggio,Astros,350,'00,9,A,2B+3,R,,-,1-,2-4,5-,6-10,11-15,16-,17-19,-,20+
'05 117-1 UL,117,117-1,UL,Craig Monroe,Tigers,350,'05,10,10,LF-RF+1,R,,,1-,2-3,4-5,6-8,9-16,-,17-18,-,19+
'00 145-1 1st,145,145-1,1st,Dante Bichette,Rockies,350,'00,8,B,LF-RF+0,R,,-,-,1-2,3-4,5-7,8-13,-,14-16,-,17-20
'00 71-2 1st,71,71-2,1st,Darren Dreifort,Dodgers,350,'00,4,6,Starter,R,,6-7,1-5,8-12,13-15,16-17,18-19,-,20-,-,-
'00 133-2 1st,133,133-2,1st,David Justice,Indians,350,'00,10,C,LF-RF+2,L,,-,1-2,3-4,5-,6-12,13-17,-,18-,-,19-20
'00 37-2 1st,37,37-2,1st,Denny Neagle,Reds,350,'00,6,6,Starter,L,,5-6,1-4,7-9,10-15,16-17,-,-,18-19,-,20+
'04 108-2 UL,108,108-2,UL,Derek Jeter,Yankees,350,'04,12,21,SS+1,R,,-,1-2,3-5,6-,7-9,10-15,16-17,18-,19-,20+
'05 81-1 UL,81,81-1,UL,Doug Mirabelli,Red Sox,350,'05,11,10,C+2,R,,,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'05 163-1 UL,163,163-1,UL,Edgar Renteria,Red Sox,350,'05,10,15,SS+2,R,,,1-,2-3,4-5,6-8,9-15,16-,17-19,-,20+
'05 163-2 UL,163,163-2,UL,Edgar Renteria,Red Sox,350,'05,10,15,SS+2,R,,,1-,2-3,4-5,6-8,9-15,16-,17-19,-,20+
'00 278 1st,278,278,1st,Edgardo Alfonzo,Mets,350,'00,9,B,2B+5,R,,-,-,1-,2-5,6-10,11-16,-,17-18,-,19-20
'03 180 UL,180,180,UL,Eric Milton,Twins,350,'03,4,6,Starter,L,,1-2,3-5,6-10,11-16,17-,18-19,-,20-,-,21+
'02 104-1 UL,104,104-1,UL,Erik Hiljus,Athletics,350,'02,2,6,Starter,R,,1-5,6-11,12-13,14-18,-,19-23,-,-,-,24+
'03 13 P,13,13,P,Erubiel Durazo,Diamondbacks,350,'03,12,10,1B+0,L,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
'00 385 1st,385,385,1st,F. P. Santangelo,Giants,350,'00,10,A,OF+1,S,,-,1-2,3-,4-5,6-14,15-17,18-,19-20,-,-
'04 30-1 UL,30,30-1,UL,Greg Maddux,Braves,350,'04,4,6,Starter,R,,1-,2-4,5-13,14-17,-,18-19,-,20-24,-,25+
'04 8 P,8,8,P,Greg Maddux,Braves,350,'04,4,6,Starter,R,,1-,2-4,5-13,14-17,-,18-19,-,20-24,-,25+
'04 328 UL,328,328,UL,Hank Blalock,Rangers,350,'04,11,9,3B+1,L,,-,1-,2-3,4-6,7-9,10-16,-,17-18,-,19+
'03 118 CC,118,118,CC,Hoyt Wilhelm,Dodgers,350,'03,6,2,Reliever,R,RP,1-2,3-8,9-14,15-17,18-,19-20,-,21-27,-,28+
'01 93-1 1st,93,93-1,1st,James Baldwin,White Sox,350,'01,4,6,Starter,R,,1-3,4-7,8-13,14-16,17-,18-19,-,-,-,20+
'01 74-1 1st,74,74-1,1st,Jamey Wright,Brewers,350,'01,3,7,Starter,R,,1-2,3-5,6-12,13-15,16-18,19-20,-,-,-,-
'02 35-1 UL,35,35-1,UL,Jason Marquis,Braves,350,'02,1,7,Starter,R,,1-3,4-7,8-14,15-19,20-23,-,-,-,-,24+
'01 273 1st,273,273,1st,Javier Vazquez,Expos,350,'01,2,7,Starter,R,,1-2,3-7,8-13,14-17,-,18-19,-,20-,-,-
'01 273 AP,273,273,AP,Javier Vazquez,Expos,350,'01,2,7,Starter,R,,1-2,3-7,8-13,14-17,-,18-19,-,20-,-,-
'04 97-2 UL,97,97-2,UL,Jay Payton,Padres,350,'04,11,11,LF-RF+1,R,,-,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'01 169-2 1st,169,169-2,1st,Jeff Weaver,Tigers,350,'01,2,7,Starter,R,,1-3,4-7,8-13,14-17,-,18-19,-,20-,-,-
'01 169 AP,169,169,AP,Jeff Weaver,Tigers,350,'01,2,7,Starter,R,,1-3,4-7,8-13,14-17,-,18-19,-,20-,-,-
'01 102-1 1st,102,102-1,1st,Jim Parque,White Sox,350,'01,5,6,Starter,L,,1-2,3-5,6-11,12-14,15-16,17-19,-,20-,-,-
'01 202 1st,202,202,1st,Johnny Damon,Royals,350,'01,9,A,"CF+2, LF-RF+1",L,,-,-,1-2,3-4,5-7,8-14,15-16,17-18,19-,20+
'01 202 UL,202,202,UL,Johnny Damon,Royals,350,'01,9,A,"CF+2, LF-RF+1",L,,-,-,1-2,3-4,5-7,8-14,15-16,17-18,19-,20+
'03 36 P,36,36,P,Jon Lieber,Cubs,350,'03,4,7,Starter,R,,1-4,5-7,8-14,15-16,-,17-19,-,20-22,-,23+
'03 70-1 UL,70,70-1,UL,Jon Lieber,Cubs,350,'03,4,7,Starter,R,,1-4,5-7,8-14,15-16,-,17-19,-,20-22,-,23+
'02 14-1 UL,14,14-1,UL,Jorge Posada,Yankees,350,'02,12,12,C+6,S,,-,1-3,4-,5-6,7-11,12-15,-,16-18,-,19+
'00 421 1st,421,421,1st,Jose Canseco,Devil Rays,350,'00,8,B,DH,R,,-,1-3,-,4-,5-10,11-14,-,15-,-,16-20
'00 421 HRH,421,421,HRH,Jose Canseco,Devil Rays,350,'00,8,B,DH,R,,-,1-3,-,4-,5-10,11-14,-,15-,-,16-20
'03 106-1 UL,106,106-1,UL,Jose Contreras,Yankees,350,'03,4,6,Starter,R,R,1-,2-8,9-12,13-16,17-,18-,-,19-23,-,24+
'05 102-1 UL,102,102-1,UL,Jose Guillen,Nationals,350,'05,10,11,LF-RF+1,R,,,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'05 33-2 UL,33,33-2,UL,Jose Lima,Royals,350,'05,4,5,Starter,R,,1-2,3-5,6-12,13-16,-,17-18,-,19-21,-,22+
'02 49-1 UL,49,49-1,UL,Juan Uribe,Rockies,350,'02,9,18,SS+2,R,,-,1-3,4-,5-6,-,7-13,-,14-15,16-18,19+
'05 78-1 UL,78,78-1,UL,Juan Uribe,White Sox,350,'05,9,12,2B+4,R,,,1-,2-3,4-5,6-8,9-15,-,16-18,-,19+
'03 23-1 UL,23,23-1,UL,Junior Spivey,Diamondbacks,350,'03,11,13,2B+2,R,R,-,1-,2-3,4-5,6-9,10-15,16-17,18-19,-,20+
'00 31-1 1st,31,31-1,1st,Keith Foulke,White Sox,350,'00,4,2,Reliever,R,,8-10,1-7,11-13,14-18,-,19-,-,20-,-,-
'00 143-1 1st,143,143-1,1st,Kenny Rogers,Rangers,350,'00,4,6,Starter,L,,4-5,1-3,6-12,13-15,16-,17-19,-,20-,-,-
'02 213 UL,213,213,UL,Kevin Appier,Mets,350,'02,1,6,Starter,R,,1-4,5-9,10-15,16-19,20-23,-,-,-,-,24+
'04 71-2 UL,71,71-2,UL,Lew Ford,Twins,350,'04,12,15,LF-RF+1,R,R,-,1-,2-4,5-6,7-9,10-15,16-,17-18,19-,20+
'05 237 UL,237,237,UL,Mark Kotsay,Athletics,350,'05,11,16,CF+1,L,,,1-,2-3,4-6,7-9,10-16,-,17-19,-,20+
'02 299 UL,299,299,UL,Mark McLemore,Mariners,350,'02,12,23,"LF-RF+1, 3B+1",S,,-,1-2,3-4,5-6,7-12,13-16,17-18,19-,20-24,25+
'04 255 UL,255,255,UL,Marlon Byrd,Phillies,350,'04,11,12,CF+1,R,R,-,1-,2-4,5-,6-8,9-15,16-17,18-19,-,20+
'03 108 SS,108,108,SS,Matt Williams,Giants,350,'03,10,12,3B+3,R,S,-,1-2,3-4,5-6,7-8,9-16,-,17-18,-,19+
'04 42-2 UL,42,42-2,UL,Melvin Mora,Orioles,350,'04,13,14,OF+2,R,,-,1-2,3-5,6-7,8-11,12-17,18-,19-,-,20+
'01 388 1st,388,388,1st,Mike Cameron,Mariners,350,'01,9,A,"CF+2, LF-RF+1",R,,-,1-3,-,4-5,6-11,12-15,16-,17-18,-,19-20
'04 13 P,13,13,P,Mike Piazza,Mets,350,'04,11,8,C+6,R,,-,1-,2-3,4-5,6-10,11-16,-,17-18,-,19+
'04 221 UL,221,221,UL,Mike Piazza,Mets,350,'04,11,8,C+6,R,,-,1-,2-3,4-5,6-10,11-16,-,17-18,-,19+
'02 79-1 UL,79,79-1,UL,Morgan Ensberg,Astros,350,'02,11,15,3B+1,R,,-,1-4,5-6,7-,8-10,11-16,-,17-18,-,19+
'00 63-1 1st,63,63-1,1st,Octavio Dotel,Astros,350,'00,3,6,Starter,R,,8-,1-7,9-11,12-16,17-19,-,-,20-,-,-
'03 107 SS,107,107,SS,Pat Hentgen,Blue Jays,350,'03,4,8,Starter,R,CY 20,1-,2-5,6-11,12-16,17-,18-19,-,20-23,-,24+
'02 14 ASG,14,14,ASG,Paul Konerko,White Sox,350,'02,11,11,1B+0,R,,-,1-,2-4,5-6,7-9,10-14,-,15-17,-,18+
'05 277 UL,277,277,UL,Phil Nevin,Padres,350,'05,11,8,1B+0,R,,,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'00 364 1st,364,364,1st,Phil Nevin,Padres,350,'00,8,C,"C+5, 3B+3",R,,-,1-,2-,3-4,5-10,11-13,-,14-16,-,17-20
'00 186 1st,186,186,1st,Preston Wilson,Marlins,350,'00,8,B,OF+0,R,,-,1-4,-,5-,6-9,10-14,15-,16-,-,17-20
'02 45-1 UL,45,45-1,UL,Ray Durham,White Sox,350,'02,10,20,2B+3,S,,-,1-,2-3,4-6,7-10,11-14,15-,16-18,19-,20+
'01 407 1st,407,407,1st,Ray Lankford,Cardinals,350,'01,9,B,LF-RF+1,L,,-,1-5,-,-,6-12,13-15,-,16-,17-,18-20
'00 16-2 1st,16,16-2,1st,Reggie Sanders,Braves,350,'00,8,A,LF-RF+1,R,,-,1-2,3-,4-,5-10,11-13,14-15,16-,17-,18-20
'03 83-1 UL,83,83-1,UL,Rondell White,Padres,350,'03,10,10,LF-RF+0,R,,-,1-,2-4,5-6,7-9,10-16,-,17-,-,18+
'04 297 UL,297,297,UL,Ryan Franklin,Mariners,350,'04,4,7,Starter,R,,1-4,5-7,8-13,14-17,-,18-19,-,20-22,-,23+
'02 42 ASG,42,42,ASG,Scott Rolen,Phillies,350,'02,11,15,3B+3,R,,-,1-4,-,5-7,8-11,12-15,16-,17-18,-,19+
'02 5-1 UL,5,5-1,UL,Scott Rolen,Phillies,350,'02,11,15,3B+3,R,,-,1-4,5-,6-7,8-12,13-15,16-,17-18,-,19+
'01 22-2 1st,22,22-2,1st,Shawn Estes,Giants,350,'01,5,6,Starter,L,,1-2,3-5,6-11,12-14,15-16,17-19,-,20-,-,-
'03 16-1 UL,16,16-1,UL,Steve Finley,Diamondbacks,350,'03,10,14,CF+1,L,,-,1-,2-3,4-5,6-9,10-14,15-16,17-18,-,19+
'03 32 P,32,32,P,Steve Finley,Diamondbacks,350,'03,10,14,CF+1,L,,-,1-,2-3,4-5,6-9,10-14,15-16,17-18,-,19+
'00 19-1 1st,19,19-1,1st,Steve Finley,Diamondbacks,350,'00,7,B,OF+2,L,,-,-,1-,2-3,4-7,8-10,11-,12-13,14-15,16-20
'04 106-2 UL,106,106-2,UL,Tino Martinez,Yankees,350,'04,11,10,1B+1,L,HR S,-,1-,2-3,4-6,7-11,12-16,-,17-18,-,19+
'02 121 SS,121,121,SS,Trevor Hoffman '98,Padres,350,'02,6,1,Closer,L,[ RP ],1-3,4-10,11-12,13-17,18-,19-27,-,-,-,28+
'04 52-2 UL,52,52-2,UL,Trot Nixon,Red Sox,350,'04,12,10,LF-RF+0,L,,-,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
'04 317 UL,317,317,UL,Woody Williams,Cardinals,350,'04,4,6,Starter,R,,1-4,5-8,9-14,15-17,-,18-19,-,20-24,-,25+
'05 141-2 UL,141,141-2,UL,Woody Williams,Padres,350,'05,3,6,Starter,R,,1-3,4-7,8-13,14-17,-,18-19,-,20-24,-,25+
'02 217 UL,217,217,UL,Al Leiter,Mets,340,'02,1,6,Starter,L,,1-5,6-10,11-16,17-19,-,20-24,-,-,-,25+
'00 244 1st,244,244,1st,Alex Ochoa,Brewers,340,'00,10,B,LF-RF+1,R,,-,-,1-3,4-5,6-11,12-16,17-,18-19,-,20+
'02 64-1 UL,64,64-1,UL,Alfonso Soriano,Yankees,340,'02,10,18,2B+1,R,,-,1-3,4-,5-6,7-,8-13,14-16,17-18,19-,20+
'02 36 ASG,36,36,ASG,Andruw Jones,Braves,340,'02,10,16,"CF+3, LF-RF+2",L,,-,1-4,5-,6-,7-10,11-15,16-,17-,-,18+
'01 107-2 1st,107,107-2,1st,Andy Ashby,Dodgers,340,'01,2,6,Starter,R,,1-2,3-5,6-13,14-17,-,18-19,-,20-,-,-
'01 31-1 1st,31,31-1,1st,Andy Ashby,Braves,340,'01,2,6,Starter,R,,1-2,3-5,6-13,14-17,-,18-19,-,20-,-,-
'05 326 UL,326,326,UL,Aubrey Huff,Devil Rays,340,'05,10,11,3B+1,L,,,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'03 225 UL,225,225,UL,Bobby Abreu,Phillies,340,'03,13,18,LF-RF+0,L,,-,1-2,3-5,6-7,8-12,13-15,16-17,18-19,-,20+
'04 252 UL,252,252,UL,Bobby Abreu,Phillies,340,'04,13,17,LF-RF+1,L,,-,1-2,3-5,6-7,8-12,13-16,17-,18-19,-,20+
'03 104-2 UL,104,104-2,UL,Brad Radke,Twins,340,'03,4,6,Starter,R,,1-,2-4,5-11,12-16,17-,18-19,-,20-24,-,25+
'01 166-1 1st,166,166-1,1st,Brian Moehler,Tigers,340,'01,4,6,Starter,R,,1-3,4-6,7-12,13-15,-,16-19,-,20-,-,-
'02 107-1 UL,107,107-1,UL,C.C. Sabathia,Indians,340,'02,1,5,Starter,L,,1-4,5-11,12-14,15-19,20-23,-,-,-,-,24+
'03 300 UL,300,300,UL,Carlos Delgado,Blue Jays,340,'03,12,9,1B+0,L,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
'03 103-2 UL,103,103-2,UL,Chris Woodward,Blue Jays,340,'03,9,13,"SS+4, 2B+2",R,,-,1-2,3-,4-5,6-8,9-15,-,16-17,18-,19+
'01 208 1st,208,208,1st,Dan Reichert,Royals,340,'01,2,7,Starter,R,,1-2,3-6,7-14,15-16,17-18,19-20,-,-,-,-
'01 128-1 1st,128,128-1,1st,Dave Burba,Indians,340,'01,3,6,Starter,R,,1-2,3-7,8-13,14-16,17-,18-19,-,20-,-,-
'00 167 1st,167,167,1st,Dave Mlicki,Tigers,340,'00,3,6,Starter,R,,4-6,1-3,7-12,13-16,17-,18-19,-,20-,-,-
'04 72-3 UL,72,72-3,UL,David Wells,Padres,340,'04,4,7,Starter,L,,1-,2-4,5-12,13-16,-,17-19,-,20-24,-,25+
'03 133 UL,133,133,UL,Derrek Lee,Marlins,340,'03,11,15,1B+0,R,,-,1-2,3-4,5-6,7-11,12-15,16-,17-18,-,19+
'05 312 UL,312,312,UL,Edgar Renteria,Cardinals,340,'05,10,16,SS+4,R,,,1-,2-3,4-5,6-8,9-15,16-,17-19,-,20+
'00 109-1 1st,109,109-1,1st,Frank Thomas,White Sox,340,'00,10,B,1B+0,R,,-,-,1-2,3-5,6-11,12-17,-,18-19,-,20+
'02 95 SS,95,95,SS,Fred McGriff '92,Padres,340,'02,12,14,1B+0,L,[ S HR ],-,1-5,6-,7-,8-13,14-15,-,16-17,-,18+
'04 189 UL,189,189,UL,Geoff Jenkins,Brewers,340,'04,11,8,LF-RF+0,L,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'01 313 1st,313,313,1st,Gil Heredia,Athletics,340,'01,2,6,Starter,R,,1-2,3-5,6-13,14-17,-,18-19,-,20-,-,-
'04 95-1 UL,95,95-1,UL,Greg Maddux,Cubs,340,'04,4,6,Starter,R,,1-3,4-6,7-14,15-17,-,18-19,-,20-22,-,23+
'00 127-2 1st,127,127-2,1st,Harold Baines,Indians,340,'00,9,C,DH,L,,-,-,1-2,3-4,5-8,9-16,-,17-,-,18-20
'00 17-2 1st,17,17-2,1st,Harold Baines,Orioles,340,'00,9,C,DH,L,,-,-,1-2,3-4,5-8,9-16,-,17-,-,18-20
'05 166 CC,166,166,CC,Hoyt Wilhelm,Orioles,340,'05,6,2,Reliever,R,RP,1-2,3-7,8-13,14-16,17-,18-20,-,21-27,-,28+
'01 403 1st,403,403,1st,J. D. Drew,Cardinals,340,'01,9,A,LF-RF+1,L,,-,1-3,-,-,4-10,11-16,17-,18-,-,19-20
'04 146 UL,146,146,UL,Jeff Bagwell,Astros,340,'04,11,13,1B+0,R,,-,1-2,3-4,5-6,7-11,12-15,16-,17-18,-,19+
'00 379 1st,379,379,1st,Jeff Kent,Giants,340,'00,8,B,2B+3,R,,-,1-,-,2-3,4-8,9-12,13-,14-17,-,18-20
'00 379 DS,379,379,DS,Jeff Kent,Giants,340,'00,8,B,2B+3,R,,-,1-,-,2-3,4-8,9-12,13-,14-17,-,18-20
'01 119-1 1st,119,119-1,1st,Johnny Damon,Athletics,340,'01,9,A,"CF+2, LF-RF+1",L,,-,-,1-2,3-4,5-8,9-14,15-16,17-18,19-,20+
'02 86-2 UL,86,86-2,UL,Jose Valentin,White Sox,340,'02,10,16,"SS+3, 3B-OF+1",S,,-,1-4,-,5-6,7-11,12-14,15-,16-17,-,18+
'01 451 1st,451,451,1st,Kelvim Escobar,Blue Jays,340,'01,2,7,Starter,R,,1-3,4-8,9-13,14-17,18-,19-,-,20-,-,-
'02 24-2 UL,24,24-2,UL,Kenny Lofton,White Sox,340,'02,12,20,"CF+1, LF-RF+0",L,,-,1-,2-3,4-7,8-11,12-16,17-,18-,19-,20+
'00 312 1st,312,312,1st,Kevin Appier,Athletics,340,'00,3,6,Starter,R,,4-6,1-3,7-12,13-16,17-,18-19,-,20-,-,-
'02 130-1 UL,130,130-1,UL,Kevin Appier,Angels,340,'02,1,6,Starter,R,,1-4,5-9,10-15,16-19,20-21,-,-,-,-,22+
'00 343 1st,343,343,1st,Kris Benson,Pirates,340,'00,3,6,Starter,R,,6-7,1-5,8-13,14-16,17-,18-19,-,20-,-,-
'03 82-1 UL,82,82-1,UL,Kyle Lohse,Twins,340,'03,5,6,Starter,R,,1-2,3-6,7-11,12-16,17-,18-19,-,20-22,-,23+
'05 316 UL,316,316,UL,Larry Walker,Cardinals,340,'05,13,12,LF-RF+0,L,,,1-2,3-5,6-7,8-12,13-16,-,17-18,-,19+
'01 152-1 1st,152,152-1,1st,Larry Walker,Rockies,340,'01,9,B,LF-RF+2,L,,-,-,1-3,-,4-9,10-15,-,16-17,18-,19-20
'01 171-1 1st,171,171-1,1st,Luis Castillo,Marlins,340,'01,10,A,2B+2,S,,-,1-,2-4,-,5-9,10-17,18-20,-,-,-
'01 171 UL,171,171,UL,Luis Castillo,Marlins,340,'01,10,A,2B+2,S,,-,1-,2-4,-,5-9,10-17,18-20,-,-,-
'02 18 ASG,18,18,ASG,Mariano Rivera,Yankees,340,'02,5,1,Closer,R,,1-2,3-9,10-14,15-18,19-,20-25,-,-,-,26+
'00 373 1st,373,373,1st,Marvin Benard,Giants,340,'00,8,A,"CF+1, LF-RF+0",L,,-,1-,2-3,4-,5-8,9-13,14-15,16-17,18-,19-20
'04 271 UL,271,271,UL,Matt Stairs,Pirates,340,'04,12,8,"LF-RF+0, 1B+0",L,,-,1-,2-3,4-6,7-11,12-16,-,17-18,-,19+
'02 295 UL,295,295,UL,Mike Cameron,Mariners,340,'02,11,20,OF+2,R,,-,1-5,-,6-7,8-12,13-15,16-,17-18,-,19+
'00 112-1 1st,112,112-1,1st,Mike Cameron,Reds,340,'00,8,A,OF+2,R,,-,1-3,-,4-,5-11,12-,13-14,15-17,18-,19-20
'00 336 1st,336,336,1st,Mike Lieberthal,Phillies,340,'00,8,C,C+6,R,,-,1-,2-,3-4,5-7,8-13,-,14-16,-,17-20
'00 216 1st,216,216,1st,Mike Sweeney,Royals,340,'00,9,B,1B+0,R,,-,-,1-3,4-,5-8,9-15,-,16-18,-,19-20
'00 322 1st,322,322,1st,Omar Olivares,Athletics,340,'00,3,6,Starter,R,,3-4,1-2,5-11,12-16,17-,18-19,-,20-,-,-
'05 73-2 UL,73,73-2,UL,Paul Konerko,White Sox,340,'05,10,9,1B+0,R,HR,,1-,2-4,5-7,8-11,12-17,-,18-,-,19+
'02 173 UL,173,173,UL,Paul Lo Duca,Dodgers,340,'02,12,11,C+7,R,,-,-,1-4,5-7,8-10,11-16,-,17-18,-,19+
'03 134 RS,134,134,RS,Rafael Furcal '00,Braves,340,'03,12,24,"SS+4, 2B+1",S,RY,-,1-2,3-5,6-7,8-12,13-16,17-18,19-,20-,21+
'03 289 UL,289,289,UL,Randy Winn,Devil Rays,340,'03,10,18,CF+2,S,,-,1-,2-4,5-6,7-9,10-14,15-16,17-18,19-,20+
'00 225 1st,225,225,1st,Raul Mondesi,Dodgers,340,'00,7,A,LF-RF+1,R,,-,1-,2-,3-4,5-9,10-,11-13,14-,15-,16-20
'02 78-1 UL,78,78-1,UL,Ray Durham,White Sox,340,'02,10,20,2B+3,S,,-,1-,2-3,4-6,7-10,11-14,15-,16-17,18-,19+
'01 401 1st,401,401,1st,Rick Ankiel,Cardinals,340,'01,2,6,Starter,L,,1-3,4-10,11-14,15-17,18-19,20-,-,-,-,-
'01 401 UL,401,401,UL,Rick Ankiel,Cardinals,340,'01,2,6,Starter,L,,1-3,4-10,11-14,15-17,18-19,20-,-,-,-,-
'01 439 1st,439,439,1st,Rick Helling,Rangers,340,'01,6,6,Starter,R,,1-3,4-6,7-9,10-14,15-16,17-18,-,19-20,-,-
'00 123-1 1st,123,123-1,1st,Ron Villone,Reds,340,'00,3,6,Starter,L,,5-8,1-4,9-12,13-16,17-18,19-,-,20-,-,-
'00 276 1st,276,276,1st,Rondell White,Expos,340,'00,8,B,OF+2,R,,-,-,1-3,4-,5-6,7-14,15-,16-,17-,18-20
'04 156 UL,156,156,UL,Roy Oswalt,Astros,340,'04,2,6,Starter,R,,1-3,4-8,9-15,16-18,19-,20-,-,21-23,-,24+
'05 17-1 UL,17,17-1,UL,Shea Hillenbrand,Diamondbacks,340,'05,11,10,1B+1,R,,,1-,2-4,5-6,7-8,9-16,-,17-19,-,20+
'04 43-1 UL,43,43-1,UL,Shingo Takatsu,White Sox,340,'04,5,1,Reliever,R,R,1-2,3-8,9-11,12-18,-,19-21,-,22-23,-,24+
'01 20-1 1st,20,20-1,1st,Steve Finley,Diamondbacks,340,'01,8,B,OF+1,L,,-,-,1-,2-3,4-8,9-12,13-,14-15,16-,17-20
'00 38-1 1st,38,38-1,1st,Steve Parris,Reds,340,'00,3,6,Starter,R,,5-6,1-4,7-12,13-16,17-,18-19,-,20-,-,-
'04 71-3 UL,71,71-3,UL,Ted Lilly,Blue Jays,340,'04,3,6,Starter,L,,1-,2-5,6-10,11-16,17-,18-21,-,22-23,-,24+
'01 11-1 1st,11,11-1,1st,Tim Salmon,Angels,340,'01,9,C,LF-RF+1,R,,-,1-2,-,3-,4-10,11-15,-,16-17,-,18-20
'02 133-1 UL,133,133-1,UL,Todd Ritchie,White Sox,340,'02,1,6,Starter,R,,1-3,4-7,8-15,16-19,-,20-24,-,-,-,25+
'02 267 UL,267,267,UL,Todd Ritchie,Pirates,340,'02,1,7,Starter,R,,1-3,4-7,8-14,15-19,-,20-23,-,-,-,24+
'00 10-1 1st,10,10-1,1st,Todd Stottlemyre,Diamondbacks,340,'00,4,6,Starter,R,,5-7,1-4,8-11,12-15,16-17,18-19,-,20-,-,-
'00 395 1st,395,395,1st,Tom Lampkin,Mariners,340,'00,8,B,C+9,L,,-,-,1-2,3-5,6-7,8-14,-,15-16,17-,18-20
'02 57-1 UL,57,57-1,UL,Trot Nixon,Red Sox,340,'02,12,16,LF-RF+0,L,,-,1-3,4-,5-7,8-12,13-16,-,17-18,-,19+
'04 102-2 UL,102,102-2,UL,Victor Martinez,Indians,340,'04,11,15,C+8,S,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'00 60-1 1st,60,60-1,1st,Vladimir Nunez,Marlins,340,'00,3,6,Starter,R,,6-7,1-5,8-11,12-16,17-18,19-,-,20-,-,-
'00 18-2 1st,18,18-2,1st,Will Clark,Orioles,340,'00,9,B,1B+0,L,,-,1-,2-,3-4,5-9,10-15,-,16-18,-,19-20
'05 49-2 UL,49,49-2,UL,A.J. Pierzynski,White Sox,330,'05,9,10,C+3,L,,,-,1-3,4-5,6-7,8-15,-,16-18,-,19+
'00 442 1st,442,442,1st,Aaron Sele,Rangers,330,'00,4,6,Starter,R,,6-7,1-5,8-12,13-15,16-,17-19,-,20-,-,-
'03 87-2 UL,87,87-2,UL,Adam Dunn,Reds,330,'03,13,15,LF-RF+1,L,R,-,1-3,4-5,6-7,8-13,14-16,17-18,19-,-,20+
'05 69-2 UL,69,69-2,UL,Al Reyes,Cardinals,330,'05,4,1,Reliever,R,,1-4,5-9,10-14,15-16,17-19,20-21,-,22-25,-,26+
'01 116 1st,116,116,1st,Alex Ochoa,Reds,330,'01,8,A,LF-RF+1,R,,-,-,1-2,3-4,5-7,8-12,13-,14-16,17-,18-20
'05 121-1 UL,121,121-1,UL,Alex Sanchez,Tigers,330,'05,12,17,CF+1,L,,,1-,2-4,5-,6-,7-17,18-19,20-,-,21+
'04 232 UL,232,232,UL,Andy Pettitte,Yankees,330,'04,5,7,Starter,L,20,1-2,3-7,8-14,15-,16-17,18-19,-,20-24,-,25+
'04 160 UL,160,160,UL,Angel Berroa,Royals,330,'04,10,17,SS+3,R,RY,-,1-,2-4,5-6,7-8,9-15,16-,17-18,19-,20+
'00 8-1 1st,8,8-1,1st,Armando Reynoso,Diamondbacks,330,'00,4,6,Starter,R,,4-5,1-3,6-10,11-15,16-,17-19,-,20-,-,-
'00 22-2 1st,22,22-2,1st,Bernard Gilkey,Diamondbacks,330,'00,9,B,LF-RF+1,R,,-,1-,2-,3-5,6-10,11-15,-,16-18,-,19-20
'01 48-1 1st,48,48-1,1st,Brady Anderson,Orioles,330,'01,9,A,OF+1,L,,-,1-2,-,3-4,5-12,13-16,17-,18-,-,19-20
'02 346 UL,346,346,UL,Carlos Delgado,Blue Jays,330,'02,12,12,1B+0,L,,-,1-3,4-5,6-,7-12,13-16,-,17-18,-,19+
'04 73-3 UL,73,73-3,UL,Carlos Zambrano,Cubs,330,'04,3,7,Starter,R,,1-0,2-5,6-13,14-16,17-,18-19,-,20-26,-,27+
'00 146-1 1st,146,146-1,1st,Chris Carpenter,Blue Jays,330,'00,3,6,Starter,R,,5-7,1-4,8-12,13-16,17-,18-19,-,20-,-,-
'00 302 1st,302,302,1st,Chuck Knoblauch,Yankees,330,'00,9,A,2B+1,R,,-,-,1-,2-4,5-11,12-16,17-,18-19,-,20+
'02 70-2 UL,70,70-2,UL,Derek Jeter,Yankees,330,'02,12,19,SS+0,R,,-,1-2,3-5,6-7,8-13,14-16,17-,18-,19-,20+
